id,make,model,year,horsepower,torque,engine_make,engine_capacity,engine_cylinders,engine_modifier
2011 Jeep Wrangler Unlimited Sport RHD,Jeep,Jeep Wrangler,2011,202,237,Jeep,3.8,6,
2011 Jeep Wrangler Unlimited Sahara,Jeep,Jeep Wrangler,2011,202,237,Jeep,3.8,6,
2011 Jeep Wrangler Unlimited Sahara AT,Jeep,Jeep Wrangler,2011,202,237,Jeep,3.8,6,
2011 Jeep Wrangler Unlimited Sahara 70th Anniversary,Jeep,Jeep Wrangler,2011,202,237,Jeep,3.8,6,
2011 Jeep Wrangler Unlimited Sahara 70th Anniversary AT,Jeep,Jeep Wrangler,2011,202,237,Jeep,3.8,6,
2011 Jeep Wrangler Unlimited Mojave,Jeep,Jeep Wrangler,2011,202,237,Jeep,3.8,6,
2011 Jeep Wrangler Unlimited Mojave AT,Jeep,Jeep Wrangler,2011,202,237,Jeep,3.8,6,
2011 Jeep Wrangler Unlimited Rubicon,Jeep,Jeep Wrangler,2011,202,237,Jeep,3.8,6,
2011 Jeep Wrangler Unlimited Rubicon AT,Jeep,Jeep Wrangler,2011,202,237,Jeep,3.8,6,
2010 Jeep Wrangler Sport,Jeep,Jeep Wrangler,2010,205,240,Jeep,3.8,6,
2010 Jeep Wrangler Sport AT,Jeep,Jeep Wrangler,2010,205,240,Jeep,3.8,6,
2010 Jeep Wrangler Sahara,Jeep,Jeep Wrangler,2010,205,240,Jeep,3.8,6,
2010 Jeep Wrangler Sahara AT,Jeep,Jeep Wrangler,2010,205,240,Jeep,3.8,6,
2010 Jeep Wrangler Rubicon,Jeep,Jeep Wrangler,2010,205,240,Jeep,3.8,6,
2010 Jeep Wrangler Rubicon AT,Jeep,Jeep Wrangler,2010,205,240,Jeep,3.8,6,
2010 Jeep Wrangler Unlimited Sport,Jeep,Jeep Wrangler,2010,205,240,Jeep,3.8,6,
2010 Jeep Wrangler Unlimited Sport 4x4,Jeep,Jeep Wrangler,2010,205,240,Jeep,3.8,6,
2010 Jeep Wrangler Unlimited Sport AT 4x4,Jeep,Jeep Wrangler,2010,205,240,Jeep,3.8,6,
2010 Jeep Wrangler Unlimited Sahara,Jeep,Jeep Wrangler,2010,205,240,Jeep,3.8,6,
2010 Jeep Wrangler Unlimited Sahara 4x4,Jeep,Jeep Wrangler,2010,205,240,Jeep,3.8,6,
2010 Jeep Wrangler Unlimited Sahara AT 4x4,Jeep,Jeep Wrangler,2010,205,240,Jeep,3.8,6,
2010 Jeep Wrangler Unlimited Rubicon,Jeep,Jeep Wrangler,2010,205,240,Jeep,3.8,6,
2010 Jeep Wrangler Unlimited Rubicon AT,Jeep,Jeep Wrangler,2010,205,240,Jeep,3.8,6,
2010 Jeep Wrangler Unlimited Sport RHD,Jeep,Jeep Wrangler,2010,205,240,Jeep,3.8,6,
2010 GMC Canyon WT 2WD AT,GMC,GMC Canyon,2010,185,190,GMC,2.9,4,
2010 GMC Canyon WT 4WD,GMC,GMC Canyon,2010,185,190,GMC,2.9,4,
2010 GMC Canyon WT 4WD AT,GMC,GMC Canyon,2010,185,190,GMC,2.9,4,
2010 GMC Canyon WT 2WD 3.7L,GMC,GMC Canyon,2010,242,242,GMC,3.7,5,
2010 GMC Canyon WT 4WD 3.7L,GMC,GMC Canyon,2010,242,242,GMC,3.7,5,
2010 Maserati Quattroporte,Maserati,Maserati Quattroporte,2010,400,339,Maserati,4.2,8,
2010 Maserati Quattroporte S,Maserati,Maserati Quattroporte,2010,425,361,Maserati,4.7,8,
2010 Maserati Quattroporte Sport GT S,Maserati,Maserati Quattroporte,2010,433,361,Maserati,4.7,8,
2011 Honda Ridgeline RT,Honda,Honda Ridgeline,2011,250,247,Honda,3.5,6,
2011 Honda Ridgeline RTS,Honda,Honda Ridgeline,2011,250,247,Honda,3.5,6,
2011 Honda Ridgeline RTL,Honda,Honda Ridgeline,2011,250,247,Honda,3.5,6,
2010 Honda Ridgeline RT,Honda,Honda Ridgeline,2010,250,247,Honda,3.5,6,
2010 Honda Ridgeline RTS,Honda,Honda Ridgeline,2010,250,247,Honda,3.5,6,
2010 Honda Ridgeline RTL,Honda,Honda Ridgeline,2010,250,247,Honda,3.5,6,
2012 MINI Cooper Coupe,MINI,MINI Cooper Coupe,2012,121,114,Mini,1.6,4,
2012 MINI Cooper Coupe AT,MINI,MINI Cooper Coupe,2012,121,114,Mini,1.6,4,
2012 MINI Cooper S Coupe,MINI,MINI Cooper Coupe,2012,181,177,Mini,1.6,4,Turbo
2012 MINI Cooper S Coupe AT,MINI,MINI Cooper Coupe,2012,181,177,Mini,1.6,4,Turbo
2012 MINI John Cooper Works Coupe,MINI,MINI Cooper Coupe,2012,208,192,MINI,1.6,4,Turbo
2011 Mercury Grand Marquis LS,Mercury,Mercury Grand Marquis,2011,224,275,Mercury,4.6,8,
2010 Mercury Grand Marquis LS,Mercury,Mercury Grand Marquis,2011,224,275,Mercury,4.6,8,
2011 Mercury Mariner,Mercury,Mercury Mariner,2011,171,171,Mercury,2.5,4,
2011 Mercury Mariner AWD,Mercury,Mercury Mariner,2011,171,171,Mercury,2.5,4,
2011 Mercury Mariner FFV,Mercury,Mercury Mariner,2011,240,223,Mercury,3.0,6,FFV
2011 Mercury Mariner FFV AWD,Mercury,Mercury Mariner,2011,240,223,Mercury,3.0,6,FFV
2011 Mercury Mariner Premier,Mercury,Mercury Mariner,2011,171,171,Mercury,2.5,4,
2011 Mercury Mariner Premier AWD,Mercury,Mercury Mariner,2011,171,171,Mercury,2.5,4,
2011 Mercury Mariner Premier FFV,Mercury,Mercury Mariner,2011,240,223,Mercury,3.0,6,FFV
2011 Mercury Mariner Premier FFV AWD,Mercury,Mercury Mariner,2011,240,223,Mercury,3.0,6,FFV
2010 Chrysler Town and Country LX Fleet,Chrysler,Chrysler Town and Country,2010,175,205,Chrysler,3.3,6,
2010 Chrysler Town and Country Touring 4.0L,Chrysler,Chrysler Town and Country,2010,251,259,Chrysler,4.0,6,
2010 BMW M6 Convertible MT,BMW,BMW M6 Convertible,2010,500,383,BMW,5.0,10,
2010 BMW M6 Coup MT,BMW,BMW M6 Coup,2010,500,383,BMW,5.0,10,
2010 BMW X3 xDrive30i SUV AT,BMW,BMW X3,2010,260,225,BMW,3.0,6,
2010 BMW X3 xDrive30i SUV,BMW,BMW X3,2010,260,225,BMW,3.0,6,
2012 Toyota Camry L,Toyota,Toyota Camry,2012,178,170,Toyota,2.5,4,
2012 Toyota Camry LE,Toyota,Toyota Camry,2012,178,170,Toyota,2.5,4,
2012 Toyota Camry SE,Toyota,Toyota Camry,2012,178,170,Toyota,2.5,4,
2012 Toyota Camry SE V6,Toyota,Toyota Camry,2012,268,248,Toyota,3.5,6,
2012 Toyota Camry XLE,Toyota,Toyota Camry,2012,178,170,Toyota,2.5,4,
2012 Toyota Camry XLE V6,Toyota,Toyota Camry,2012,268,248,Toyota,3.5,6,
2011 BMW X3 xDrive28i SUV,BMW,BMW X3,2011,240,221,BMW,3.0,6,
2011 BMW X3 xDrive35i SUV,BMW,BMW X3,2011,300,300,BMW,3.0,6,Turbo
2012 Toyota FJ Cruiser,Toyota,Toyota FJ Cruiser,2012,260,271,Toyota,4.0,6,
2012 Toyota FJ Cruiser  4x4,Toyota,Toyota FJ Cruiser,2012,260,271,Toyota,4.0,6,
2012 Toyota FJ Cruiser  4x4 AT,Toyota,Toyota FJ Cruiser,2012,260,271,Toyota,4.0,6,
2012 Chevrolet Sonic Hatchback 1LS,Chevrolet,Chevrolet Sonic Hatchback,2012,138,125,Chevrolet,1.8,4,
2012 Chevrolet Sonic Hatchback 2LS,Chevrolet,Chevrolet Sonic Hatchback,2012,138,125,Chevrolet,1.8,4,
2012 Chevrolet Sonic Hatchback 1LT,Chevrolet,Chevrolet Sonic Hatchback,2012,138,125,Chevrolet,1.8,4,
2012 Chevrolet Sonic Hatchback 1LT Turbo,Chevrolet,Chevrolet Sonic Hatchback,2012,138,148,Chevrolet,1.4,4,Turbo
2012 Chevrolet Sonic Hatchback 2LT,Chevrolet,Chevrolet Sonic Hatchback,2012,138,125,Chevrolet,1.8,4,
2012 Chevrolet Sonic Hatchback 1LTZ,Chevrolet,Chevrolet Sonic Hatchback,2012,138,125,Chevrolet,1.8,4,
2012 Chevrolet Sonic Hatchback 1LTZ Turbo,Chevrolet,Chevrolet Sonic Hatchback,2012,138,148,Chevrolet,1.4,4,Turbo
2012 Chevrolet Sonic Hatchback 2LTZ,Chevrolet,Chevrolet Sonic Hatchback,2012,138,125,Chevrolet,1.8,4,
2010 BMW X5 xDrive30i SUV,BMW,BMW X5,2010,260,225,BMW,3.0,6,
2010 BMW X5 xDrive35d SUV,BMW,BMW X5,2010,265,425,BMW,3.0,6,Turbo
2010 BMW X5 xDrive48i SUV,BMW,BMW X5,2010,350,350,BMW,4.8,8,
2011 Chevrolet Suburban Half-Ton LS,Chevrolet,Chevrolet Suburban Half-Ton,2011,320,335,Chevrolet,5.3,8,FFV
2011 Chevrolet Suburban Half-Ton LS 4WD,Chevrolet,Chevrolet Suburban Half-Ton,2011,320,335,Chevrolet,5.3,8,FFV
2011 Chevrolet Suburban Half-Ton LT,Chevrolet,Chevrolet Suburban Half-Ton,2011,320,335,Chevrolet,5.3,8,FFV
2011 Chevrolet Suburban Half-Ton LT 4WD,Chevrolet,Chevrolet Suburban Half-Ton,2011,320,335,Chevrolet,5.3,8,FFV
2011 Chevrolet Suburban Half-Ton LTZ,Chevrolet,Chevrolet Suburban Half-Ton,2011,320,335,Chevrolet,5.3,8,FFV
2011 Chevrolet Suburban Half-Ton LTZ 4WD,Chevrolet,Chevrolet Suburban Half-Ton,2011,320,335,Chevrolet,5.3,8,FFV
2011 BMW X5 xDrive35d SUV,BMW,BMW X5,2011,265,425,BMW,3.0,6,Turbo
2011 BMW X5 xDrive50i SUV,BMW,BMW X5,2011,400,450,BMW,4.4,8,Turbo
2011 BMW X5 xDrive35i Premium SUV,BMW,BMW X5,2011,300,300,BMW,3.0,6,Turbo
2011 BMW X5 xDrive35i Sport Activity SUV,BMW,BMW X5,2011,300,300,BMW,3.0,6,Turbo
2011 BMW X5 xDrive35i SUV,BMW,BMW X5,2011,300,300,BMW,3.0,6,Turbo
2011 Chevrolet Suburban Three-Quarter-Ton LS,Chevrolet,Chevrolet Suburban Three-Quarter-Ton,2011,352,382,Chevrolet,6.0,8,
2011 Chevrolet Suburban Three-Quarter-Ton LS  4WD,Chevrolet,Chevrolet Suburban Three-Quarter-Ton,2011,352,382,Chevrolet,6.0,8,
2011 Chevrolet Suburban Three-Quarter-Ton LT,Chevrolet,Chevrolet Suburban Three-Quarter-Ton,2011,352,382,Chevrolet,6.0,8,
2011 Chevrolet Suburban Three-Quarter-Ton LT  4WD,Chevrolet,Chevrolet Suburban Three-Quarter-Ton,2011,352,382,Chevrolet,6.0,8,
2010 Chevrolet Suburban LS 1500,Chevrolet,Chevrolet Suburban,2010,320,335,Chevrolet,5.3,8,FFV
2010 Chevrolet Suburban LT 1500,Chevrolet,Chevrolet Suburban,2010,320,335,Chevrolet,5.3,8,FFV
2010 Chevrolet Suburban LTZ 1500,Chevrolet,Chevrolet Suburban,2010,320,335,Chevrolet,5.3,8,FFV
2010 GMC Canyon SLE 2WD,GMC,GMC Canyon,2010,185,190,GMC,2.9,4,
2010 GMC Canyon SLE 2WD AT,GMC,GMC Canyon,2010,185,190,GMC,2.9,4,
2010 GMC Canyon SLE 4WD,GMC,GMC Canyon,2010,185,190,GMC,2.9,4,
2010 GMC Canyon SLE 4WD AT,GMC,GMC Canyon,2010,185,190,GMC,2.9,4,
2010 GMC Canyon SLE 2WD 3.7L,GMC,GMC Canyon,2010,242,242,GMC,3.7,5,
2010 GMC Canyon SLE 4WD 3.7L,GMC,GMC Canyon,2010,242,242,GMC,3.7,5,
2010 GMC Canyon Extended Cab WT 2WD,GMC,GMC Canyon,2010,185,190,GMC,2.9,4,
2010 GMC Canyon Extended Cab WT 2WD AT,GMC,GMC Canyon,2010,185,190,GMC,2.9,4,
2010 GMC Canyon Extended Cab WT 4WD,GMC,GMC Canyon,2010,185,190,GMC,2.9,4,
2010 GMC Canyon Extended Cab WT 4WD AT,GMC,GMC Canyon,2010,185,190,GMC,2.9,4,
2010 GMC Canyon Extended Cab WT 2WD 3.7L,GMC,GMC Canyon,2010,242,242,GMC,3.7,5,
2010 GMC Canyon Extended Cab WT 4WD 3.7L,GMC,GMC Canyon,2010,242,242,GMC,3.7,5,
2011 Subaru Impreza Hatchback Outback Sport AT,Subaru,Subaru Impreza Hatchback,2011,170,170,Subaru,2.5,4,
2011 Subaru Impreza Hatchback Outback Sport,Subaru,Subaru Impreza Hatchback,2011,170,170,Subaru,2.5,4,
2011 Subaru Impreza Hatchback WRX STI,Subaru,Subaru Impreza WRX Hatchback,2011,305,290,Subaru,2.5,4,Turbo
2011 Subaru Impreza Hatchback 2.5i,Subaru,Subaru Impreza Hatchback,2011,170,170,Subaru,2.5,4,
2011 Subaru Impreza Hatchback 2.5i AT,Subaru,Subaru Impreza Hatchback,2011,170,170,Subaru,2.5,4,
2011 Subaru Impreza WRX Hatchback,Subaru,Subaru Impreza WRX Hatchback,2011,265,244,Subaru,2.5,4,Turbo
2010 GMC Canyon Extended Cab SLE 2WD,GMC,GMC Canyon,2010,185,190,GMC,2.9,4,
2010 GMC Canyon Extended Cab SLE 2WD AT,GMC,GMC Canyon,2010,185,190,GMC,2.9,4,
2010 GMC Canyon Extended Cab SLE 4WD,GMC,GMC Canyon,2010,185,190,GMC,2.9,4,
2010 GMC Canyon Extended Cab SLE 4WD AT,GMC,GMC Canyon,2010,185,190,GMC,2.9,4,
2010 GMC Canyon Extended Cab SLE 2WD 3.7L,GMC,GMC Canyon,2010,242,242,GMC,3.7,5,
2010 GMC Canyon Extended Cab SLE 2WD V8,GMC,GMC Canyon,2010,300,320,GMC,5.3,8,
2010 GMC Canyon Extended Cab SLE 4WD  3.7L,GMC,GMC Canyon,2010,242,242,GMC,3.7,5,
2010 GMC Canyon Extended Cab SLE 4WD  V8,GMC,GMC Canyon,2010,300,320,GMC,5.3,8,
2010 Subaru Impreza Hatchback 2.5GT,Subaru,Subaru Impreza Hatchback,2010,224,226,Subaru,2.5,4,Turbo
2010 Subaru Impreza Hatchback Outback Sport AT,Subaru,Subaru Impreza Hatchback,2010,170,170,Subaru,2.5,4,
2010 Subaru Impreza WRX STI Hatchback,Subaru,Subaru Impreza WRX Hatchback,2010,305,290,Subaru,2.5,4,Turbo
2010 Subaru Impreza Hatchback 2.5i AT,Subaru,Subaru Impreza Hatchback,2010,170,170,Subaru,2.5,4,
2010 Subaru Impreza Hatchback Outback Sport,Subaru,Subaru Impreza Hatchback,2010,170,170,Subaru,2.5,4,
2010 Subaru Impreza Hatchback 2.5i,Subaru,Subaru Impreza Hatchback,2010,170,170,Subaru,2.5,4,
2010 Subaru Impreza WRX STI Special Edition Hatchback,Subaru,Subaru Impreza WRX Hatchback,2010,305,290,Subaru,2.5,4,Turbo
2010 Subaru Impreza WRX Hatchback,Subaru,Subaru Impreza WRX Hatchback,2010,265,244,Subaru,2.5,4,Turbo
2010 GMC Canyon Extended Cab SLT 2WD,GMC,GMC Canyon,2010,242,242,GMC,3.7,5,
2010 GMC Canyon Extended Cab SLT 4WD,GMC,GMC Canyon,2010,242,242,GMC,3.7,5,
2010 GMC Canyon Extended Cab SLT 2WD V8,GMC,GMC Canyon,2010,300,320,GMC,5.3,8,
2010 GMC Canyon Extended Cab SLT 4WD V8,GMC,GMC Canyon,2010,300,320,GMC,5.3,8,
2010 GMC Canyon Crew Cab SLE 2WD,GMC,GMC Canyon,2010,185,190,GMC,2.9,4,
2010 GMC Canyon Crew Cab SLE 2WD 3.7L,GMC,GMC Canyon,2010,242,242,GMC,3.7,5,
2010 GMC Canyon Crew Cab SLE 2WD V8,GMC,GMC Canyon,2010,300,320,GMC,5.3,8,
2010 GMC Canyon Crew Cab SLE 4WD,GMC,GMC Canyon,2010,242,242,GMC,3.7,5,
2010 GMC Canyon Crew Cab SLE 4WD V8,GMC,GMC Canyon,2010,300,320,GMC,5.3,8,
2010 GMC Canyon Crew Cab SLT 2WD,GMC,GMC Canyon,2010,242,242,GMC,3.7,5,
2010 GMC Canyon Crew Cab SLT 4WD,GMC,GMC Canyon,2010,242,242,GMC,3.7,5,
2010 GMC Canyon Crew Cab SLT 2WD V8,GMC,GMC Canyon,2010,300,320,GMC,5.3,8,
2010 GMC Canyon Crew Cab SLT 4WD V8,GMC,GMC Canyon,2010,300,320,GMC,5.3,8,
2011 Dodge Ram 1500 ST Regular Cab 4x2,Dodge,Dodge Ram 1500,2011,215,235,Dodge,3.7,6,
2011 Dodge Ram 1500 ST Regular Cab 310 hp 4x2,Dodge,Dodge Ram 1500,2011,310,330,Dodge,4.7,8,FFV
2011 Dodge Ram 1500 ST Regular Cab 390 hp 4x2,Dodge,Dodge Ram 1500,2011,390,407,Dodge,5.7,8,
2011 Dodge Ram 1500 ST Regular Cab 4x4,Dodge,Dodge Ram 1500,2011,310,330,Dodge,4.7,8,FFV
2011 Dodge Ram 1500 ST Regular Cab 390 hp 4x4,Dodge,Dodge Ram 1500,2011,390,407,Dodge,5.7,8,
2011 Dodge Ram 1500 SLT Regular Cab 4x2,Dodge,Dodge Ram 1500,2011,310,330,Dodge,4.7,8,FFV
2011 Dodge Ram 1500 SLT Regular Cab 4x4,Dodge,Dodge Ram 1500,2011,310,330,Dodge,4.7,8,FFV
2011 Dodge Ram 1500 Sport Regular Cab 4x2,Dodge,Dodge Ram 1500,2011,390,407,Dodge,5.7,8,
2011 Dodge Ram 1500 Sport Regular Cab 4x4,Dodge,Dodge Ram 1500,2011,390,407,Dodge,5.7,8,
2011 Dodge Ram 1500 ST Quad Cab 4x2,Dodge,Dodge Ram 1500,2011,215,235,Dodge,3.7,6,
2011 Dodge Ram 1500 ST Quad Cab 310 hp 4x2,Dodge,Dodge Ram 1500,2011,310,330,Dodge,4.7,8,FFV
2011 Dodge Ram 1500 ST Quad Cab 390 hp 4x2,Dodge,Dodge Ram 1500,2011,390,407,Dodge,5.7,8,
2011 Dodge Ram 1500 ST Quad Cab 4x4,Dodge,Dodge Ram 1500,2011,310,330,Dodge,4.7,8,FFV
2011 Dodge Ram 1500 ST Quad Cab 390 hp 4x4,Dodge,Dodge Ram 1500,2011,390,407,Dodge,5.7,8,
2011 Dodge Ram 1500 SLT Quad Cab 4x2,Dodge,Dodge Ram 1500,2011,310,330,Dodge,4.7,8,FFV
2011 Dodge Ram 1500 SLT Quad Cab 390 hp 4x2,Dodge,Dodge Ram 1500,2011,390,407,Dodge,5.7,8,
2011 Dodge Ram 1500 SLT Quad Cab 4x4,Dodge,Dodge Ram 1500,2011,310,330,Dodge,4.7,8,FFV
2011 Dodge Ram 1500 SLT Quad Cab 390 hp 4x4,Dodge,Dodge Ram 1500,2011,390,407,Dodge,5.7,8,
2011 Dodge Ram 1500 Sport Quad Cab 4x2,Dodge,Dodge Ram 1500,2011,390,407,Dodge,5.7,8,
2011 Dodge Ram 1500 Sport Quad Cab 4x4,Dodge,Dodge Ram 1500,2011,390,407,Dodge,5.7,8,
2011 Dodge Ram 1500 Laramie Quad Cab 4x4,Dodge,Dodge Ram 1500,2011,390,407,Dodge,5.7,8,
2011 Dodge Ram 1500 ST Crew Cab 4x2,Dodge,Dodge Ram 1500,2011,310,330,Dodge,4.7,8,FFV
2011 Dodge Ram 1500 ST Crew Cab 390 hp 4x2,Dodge,Dodge Ram 1500,2011,390,407,Dodge,5.7,8,
2011 Dodge Ram 1500 ST Crew Cab 4x4,Dodge,Dodge Ram 1500,2011,310,330,Dodge,4.7,8,FFV
2011 Dodge Ram 1500 ST Crew Cab  390 hp 4x4,Dodge,Dodge Ram 1500,2011,390,407,Dodge,5.7,8,
2011 Dodge Ram 1500 SLT Crew Cab 4x2,Dodge,Dodge Ram 1500,2011,310,330,Dodge,4.7,8,FFV
2011 Dodge Ram 1500 SLT Crew Cab  390 hp 4x2,Dodge,Dodge Ram 1500,2011,390,407,Dodge,5.7,8,
2011 Dodge Ram 1500 SLT Crew Cab 4x4,Dodge,Dodge Ram 1500,2011,310,330,Dodge,4.7,8,FFV
2011 Dodge Ram 1500 SLT Crew Cab  390 hp 4x4,Dodge,Dodge Ram 1500,2011,390,407,Dodge,5.7,8,
2011 Dodge Ram 1500 Sport Crew Cab 4x2,Dodge,Dodge Ram 1500,2011,390,407,Dodge,5.7,8,
2011 Dodge Ram 1500 Sport Crew Cab 4x4,Dodge,Dodge Ram 1500,2011,390,407,Dodge,5.7,8,
2011 Dodge Ram 1500 Laramie Crew Cab 4x2,Dodge,Dodge Ram 1500,2011,390,407,Dodge,5.7,8,
2011 Dodge Ram 1500 Laramie Crew Cab 4x4,Dodge,Dodge Ram 1500,2011,390,407,Dodge,5.7,8,
2011 Dodge Ram 1500 Laramie Longhorn Crew Cab 4x2,Dodge,Dodge Ram 1500,2011,390,407,Dodge,5.7,8,
2011 Dodge Ram 1500 Laramie Longhorn Crew Cab 4x4,Dodge,Dodge Ram 1500,2011,390,407,Dodge,5.7,8,
2011 GMC Sierra 1500 WT 2WD,GMC,GMC Sierra 1500,2011,195,260,GMC,4.3,6,
2011 GMC Sierra 1500 WT 2WD 4.8L,GMC,GMC Sierra 1500,2011,302,305,GMC,4.8,8,FFV
2011 GMC Sierra 1500 WT 2WD 5.3L,GMC,GMC Sierra 1500,2011,315,335,GMC,5.3,8,FFV
2011 GMC Sierra 1500 WT 4WD,GMC,GMC Sierra 1500,2011,195,260,GMC,4.3,6,
2011 GMC Sierra 1500 WT 4WD 4.8L,GMC,GMC Sierra 1500,2011,302,305,GMC,4.8,8,FFV
2011 GMC Sierra 1500 WT 4WD 5.3L,GMC,GMC Sierra 1500,2011,315,335,GMC,5.3,8,FFV
2011 GMC Sierra 1500 SLE 2WD,GMC,GMC Sierra 1500,2011,302,305,GMC,4.8,8,FFV
2011 GMC Sierra 1500 SLE 2WD 5.3L,GMC,GMC Sierra 1500,2011,315,335,GMC,5.3,8,FFV
2011 GMC Sierra 1500 SLE 4WD,GMC,GMC Sierra 1500,2011,302,305,GMC,4.8,8,FFV
2011 GMC Sierra 1500 SLE 4WD 5.3L,GMC,GMC Sierra 1500,2011,315,335,GMC,5.3,8,FFV
2011 Dodge Ram 1500 SLT Regular Cab 390 hp 4x2,Dodge,Dodge Ram 1500,2011,390,407,Dodge,5.7,8,
2011 Dodge Ram 1500 SLT Regular Cab 390 hp 4x4,Dodge,Dodge Ram 1500,2011,390,407,Dodge,5.7,8,
2011 Chevrolet Tahoe LS,Chevrolet,Chevrolet Tahoe,2011,320,335,Chevrolet,5.3,8,FFV
2011 Chevrolet Tahoe LS 4WD,Chevrolet,Chevrolet Tahoe,2011,320,335,Chevrolet,5.3,8,FFV
2011 Chevrolet Tahoe LT,Chevrolet,Chevrolet Tahoe,2011,320,335,Chevrolet,5.3,8,FFV
2011 Chevrolet Tahoe LT 4WD,Chevrolet,Chevrolet Tahoe,2011,320,335,Chevrolet,5.3,8,FFV
2011 Chevrolet Tahoe LTZ,Chevrolet,Chevrolet Tahoe,2011,320,335,Chevrolet,5.3,8,FFV
2011 Chevrolet Tahoe LTZ 4WD,Chevrolet,Chevrolet Tahoe,2011,320,335,Chevrolet,5.3,8,FFV
2010 BMW X6 xDrive50i,BMW,BMW X6,2010,400,450,BMW,4.4,8,Turbo
2010 BMW X6 xDrive35i,BMW,BMW X6,2010,300,300,BMW,3.0,6,Turbo
2010 Chevrolet Tahoe LS,Chevrolet,Chevrolet Tahoe,2010,320,335,Chevrolet,5.3,8,FFV
2010 Chevrolet Tahoe LS 4WD,Chevrolet,Chevrolet Tahoe,2010,320,335,Chevrolet,5.3,8,FFV
2010 Chevrolet Tahoe LT,Chevrolet,Chevrolet Tahoe,2010,320,335,Chevrolet,5.3,8,FFV
2010 Chevrolet Tahoe LT 4WD,Chevrolet,Chevrolet Tahoe,2010,320,335,Chevrolet,5.3,8,FFV
2010 Chevrolet Tahoe LTZ,Chevrolet,Chevrolet Tahoe,2010,320,335,Chevrolet,5.3,8,FFV
2010 Chevrolet Tahoe LTZ 4WD,Chevrolet,Chevrolet Tahoe,2010,320,335,Chevrolet,5.3,8,FFV
2011 BMW X6 xDrive35i,BMW,BMW X6,2011,300,300,BMW,3.0,6,Turbo
2011 BMW X6 xDrive50i,BMW,BMW X6,2011,400,450,BMW,4.4,8,Turbo
2011 Chevrolet Tahoe Hybrid 1HY,Chevrolet,Chevrolet Tahoe Hybrid,2011,332,367,Chevrolet,6.0,8,Hybrid
2011 Chevrolet Tahoe Hybrid 1HY 4WD,Chevrolet,Chevrolet Tahoe Hybrid,2011,332,367,Chevrolet,6.0,8,Hybrid
2010 Chevrolet Tahoe Hybrid 1HY,Chevrolet,Chevrolet Tahoe Hybrid,2010,332,367,Chevrolet,6.0,8,Hybrid
2010 Chevrolet Tahoe Hybrid 1HY 4WD,Chevrolet,Chevrolet Tahoe Hybrid,2010,332,367,Chevrolet,6.0,8,Hybrid
2010 BMW Z4 Roadster sDrive30i,BMW,BMW Z4 Roadster,2010,255,220,BMW,3.0,6,
2010 BMW Z4 Roadster sDrive35i,BMW,BMW Z4 Roadster,2010,300,300,BMW,3.0,6,Turbo
2012 Chevrolet Traverse LS,Chevrolet,Chevrolet Traverse,2012,281,266,Chevrolet,3.6,6,
2012 Chevrolet Traverse LS AWD,Chevrolet,Chevrolet Traverse,2012,281,266,Chevrolet,3.6,6,
2012 Chevrolet Traverse 1LT,Chevrolet,Chevrolet Traverse,2012,281,266,Chevrolet,3.6,6,
2012 Chevrolet Traverse 1LT AWD,Chevrolet,Chevrolet Traverse,2012,281,266,Chevrolet,3.6,6,
2012 Chevrolet Traverse 2LT,Chevrolet,Chevrolet Traverse,2012,281,266,Chevrolet,3.6,6,
2012 Chevrolet Traverse 2LT AWD,Chevrolet,Chevrolet Traverse,2012,281,266,Chevrolet,3.6,6,
2012 Chevrolet Traverse LTZ,Chevrolet,Chevrolet Traverse,2012,288,270,Chevrolet,3.6,6,
2012 Chevrolet Traverse LTZ AWD,Chevrolet,Chevrolet Traverse,2012,288,270,Chevrolet,3.6,6,
2011 BMW Z4 Roadster sDrive30i AT,BMW,BMW Z4 Roadster,2011,255,220,BMW,3.0,6,
2011 BMW Z4 Roadster sDrive35i,BMW,BMW Z4 Roadster,2011,300,300,BMW,3.0,6,Turbo
2011 BMW Z4 Roadster sDrive30i,BMW,BMW Z4 Roadster,2011,255,220,BMW,3.0,6,
2011 Cadillac Escalade EXT,Cadillac,Cadillac Escalade EXT,2011,403,417,Cadillac,6.2,8,FFV
2011 Cadillac Escalade EXT Luxury,Cadillac,Cadillac Escalade EXT,2011,403,417,Cadillac,6.2,8,FFV
2011 Cadillac Escalade EXT Premium,Cadillac,Cadillac Escalade EXT,2011,403,417,Cadillac,6.2,8,FFV
2010 Cadillac Escalade EXT,Cadillac,Cadillac Escalade EXT,2010,403,417,Cadillac,6.2,8,FFV
2010 Cadillac Escalade EXT Premium,Cadillac,Cadillac Escalade EXT,2010,403,417,Cadillac,6.2,8,FFV
2010 Cadillac Escalade EXT Luxury,Cadillac,Cadillac Escalade EXT,2010,403,417,Cadillac,6.2,8,FFV
2011 Saab 9-4X 3.0i,Saab,Saab 9-4X,2011,265,223,Saab,3.0,6,
2011 Saab 9-4X 3.0i Aero,Saab,Saab 9-4X,2011,300,295,Saab,2.8,6,Turbo
2011 Saab 9-4X 3.0i Premium,Saab,Saab 9-4X,2011,265,223,Saab,3.0,6,
2011 Saab 9-4X 3.0i Premium XWD,Saab,Saab 9-4X,2011,265,223,Saab,3.0,6,
2011 Saab 9-4X 3.0i XWD,Saab,Saab 9-4X,2011,265,223,Saab,3.0,6,
