id,car_id,fuel_type
2807,2011 Jaguar XJL Supercharged,Gasoline
2808,2011 Jaguar XJ Supersport,Gasoline
2809,2011 Jaguar XJL Supersport,Gasoline
2810,2012 Chevrolet Malibu 1LS,Gasoline
2811,2012 Chevrolet Malibu 1LT,Gasoline
2812,2012 Chevrolet Malibu 2LT,Gasoline
2813,2012 Chevrolet Malibu 3LT,Gasoline
2814,2012 Chevrolet Malibu 1LZ,Gasoline
2815,2012 Chevrolet Malibu 2LZ,Gasoline
2816,2010 Chrysler Sebring Limited Sedan 3.5L,Gasoline
2817,2012 MINI Cooper Clubman,Gasoline
2818,2012 MINI Cooper Clubman AT,Gasoline
2819,2012 MINI Cooper S Clubman,Gasoline
2820,2012 MINI Cooper S Clubman AT,Gasoline
2821,2012 MINI John Cooper Works Clubman,Gasoline
2822,2011 Aston Martin DBS Volante,Gasoline
2823,2011 Aston Martin DBS Volante AT,Gasoline
2824,2011 MINI Cooper Clubman,Gasoline
2825,2011 MINI Cooper Clubman AT,Gasoline
2826,2011 MINI Cooper S Clubman,Gasoline
2827,2011 MINI Cooper S Clubman AT,Gasoline
2828,2011 MINI John Cooper Works Clubman,Gasoline
2829,2010 MINI Cooper Clubman,Gasoline
2830,2010 MINI Cooper Clubman AT,Gasoline
2831,2010 MINI Cooper S Clubman,Gasoline
2832,2010 MINI Cooper S Clubman AT,Gasoline
2833,2010 MINI John Cooper Works Clubman,Gasoline
2834,2011 Aston Martin Rapide,Gasoline
2835,2011 Aston Martin Rapide Luxe,Gasoline
2836,2011 Chrysler 200 LX Sedan,Gasoline
2837,2011 Chrysler 200 Touring Sedan,Gasoline
2838,2011 Chrysler 200 Limited Sedan,Gasoline
2839,2011 Chrysler 200 S Sedan,E85
2840,2011 Jaguar XK Convertible,Gasoline
2841,2011 Jaguar XKR Convertible,Gasoline
2842,2011 Jaguar XK Coup,Gasoline
2843,2011 Jaguar XKR Coup,Gasoline
2844,2011 Jaguar XKR175 75th Anniversary Limited Ed. Coup,Gasoline
2845,2011 Chrysler 300,Gasoline
2846,2011 Chrysler 300 Limited,Gasoline
2847,2011 Chrysler 300C RWD,Gasoline
2848,2011 Chrysler 300C AWD,Gasoline
2849,2010 Jaguar XK Convertible,Gasoline
2850,2010 Jaguar XKR Convertible,Gasoline
2851,2010 Subaru Impreza Sedan 2.5i Premium AT,Gasoline
2852,2010 Subaru Impreza Sedan 2.5i Premium,Gasoline
2853,2010 Subaru Impreza Sedan 2.5GT,Gasoline
2854,2010 Jaguar XKR Coup,Gasoline
2855,2010 Jaguar XK Coup,Gasoline
2856,2011 Jaguar XF Premium,Gasoline
2857,2011 Jaguar XF,Gasoline
2858,2011 Jaguar XFR,Gasoline
2859,2011 Jaguar XF Supercharged,Gasoline
2860,2011 Jeep Patriot Sport 4x2,Gasoline
2861,2011 Jeep Patriot Sport 2.4L 4x2,Gasoline
2862,2011 Jeep Patriot Sport 4x4,Gasoline
2863,2011 Jeep Patriot Latitude 4x2,Gasoline
2864,2011 Jeep Patriot Latitude 2.4L 4x2,Gasoline
2865,2011 Jeep Patriot Latitude 4x4,Gasoline
2866,2011 Jeep Patriot Latitude X 4x2,Gasoline
2867,2011 Jeep Patriot Latitude X 4x4,Gasoline
2868,2011 Jeep Patriot Latitude X 70th Anniversary 4x2,Gasoline
2869,2011 Jeep Patriot Latitude X 70th Anniversary 4x4,Gasoline
2870,2010 Chrysler 300 Touring,Gasoline
2871,2010 Chrysler 300 Touring AWD,Gasoline
2872,2010 Chrysler 300 Touring Plus,Gasoline
2873,2010 Chrysler 300 Limited,Gasoline
2874,2010 Chrysler 300 Limited AWD,Gasoline
2875,2010 Chrysler 300 C Hemi,Gasoline
2876,2010 Chrysler 300 C AWD,Gasoline
2877,2010 Chrysler 300 S V6,Gasoline
2878,2010 Chrysler 300 S V8,Gasoline
2879,2010 Chrysler 300 SRT8,Gasoline
2880,2011 Chrysler Town and Country Touring,E85
2881,2011 Chrysler Town and Country Touring-L,E85
2882,2011 Chrysler Town and Country Limited,E85
2883,2010 Chrysler Town and Country LX,Gasoline
2884,2010 Chrysler Town and Country Limited,Gasoline
2885,2010 Chrysler Town and Country Touring,Gasoline
2886,2010 Chrysler Town and Country Touring Plus,Gasoline
2887,2010 Jaguar XF,Gasoline
2888,2010 Jaguar XF Premium,Gasoline
2889,2010 Jaguar XF Supercharged,Gasoline
2890,2010 Jaguar XFR,Gasoline
2891,2010 Jeep Patriot Sport,Gasoline
2892,2010 Jeep Patriot Sport 2.4L,Gasoline
2893,2010 Jeep Patriot Sport 4x4,Gasoline
2894,2010 Jeep Patriot Sport Fleet,Gasoline
2895,2010 Jeep Patriot Sport Fleet 2.4L,Gasoline
2896,2010 Jeep Patriot Sport Fleet 4x4,Gasoline
2897,2010 Jeep Patriot Limited,Gasoline
2898,2010 Jeep Patriot Limited 4x4,Gasoline
2899,2011 Lotus Elise R,Gasoline
2900,2011 Lotus Elise SC,Gasoline
2901,2010 Lotus Elise SC,Gasoline
2902,2009 Lotus Elise,Gasoline
2903,2009 Lotus Elise SC,Gasoline
2904,2011 Chevrolet Malibu LS,Gasoline
2905,2011 Chevrolet Malibu 1LT,Gasoline
2906,2011 Chevrolet Malibu 2LT,Gasoline
2907,2011 Chevrolet Malibu 2LT V6,Gasoline
2908,2011 Chevrolet Malibu LTZ,Gasoline
2909,2011 Chevrolet Malibu LTZ V6,Gasoline
2910,2011 Lotus Evora,Gasoline
2911,2012 MINI Cooper Countryman,Gasoline
2912,2012 MINI Cooper Countryman AT,Gasoline
2913,2012 MINI Cooper S Countryman,Gasoline
2914,2012 MINI Cooper S Countryman AT,Gasoline
2915,2012 MINI Cooper S Countryman All4,Gasoline
2916,2012 MINI Cooper S Countryman All4 AT,Gasoline
2917,2011 MINI Cooper Countryman,Gasoline
2918,2011 MINI Cooper Countryman AT,Gasoline
2919,2011 MINI Cooper S Countryman,Gasoline
2920,2011 MINI Cooper S Countryman AT,Gasoline
2921,2011 MINI Cooper S Countryman All4,Gasoline
2922,2011 MINI Cooper S Countryman All4 AT,Gasoline
2923,2010 Chevrolet Malibu LS,Gasoline
2924,2010 Chevrolet Malibu Fleet,Gasoline
2925,2010 Chevrolet Malibu 1LT,Gasoline
2926,2010 Chevrolet Malibu 2LT,Gasoline
2927,2010 Chevrolet Malibu 2LT V6,Gasoline
2928,2010 Chevrolet Malibu LTZ,Gasoline
2929,2010 Chevrolet Malibu LTZ V6,Gasoline
2930,2011 Lotus Exige S240,Gasoline
2931,2011 Lotus Exige S260,Gasoline
2932,2010 Lotus Exige S240,Gasoline
2933,2009 Lotus Exige S240,Gasoline
2934,2009 Lotus Exige S260,Gasoline
2935,2012 Chevrolet Sonic Sedan 1LS,Gasoline
2936,2012 Chevrolet Sonic Sedan 2LS,Gasoline
2937,2012 Chevrolet Sonic Sedan 1LT,Gasoline
2938,2012 Chevrolet Sonic Sedan 2LT,Gasoline
2939,2012 Chevrolet Sonic Sedan 1LZ,Gasoline
2940,2012 Chevrolet Sonic Sedan 2LZ,Gasoline
2941,2010 Chevrolet Malibu Hybrid Fleet,Gasoline
2942,2011 Maserati GranTurismo Coup,Gasoline
2943,2011 Maserati GranTurismo Coup S AT,Gasoline
2944,2010 Maserati GranTurismo Coup,Gasoline
2945,2010 Maserati GranTurismo Coup S AT,Gasoline
2946,2011 Maserati GranTurismo Convertible,Gasoline
2947,2010 Maserati GranTurismo Convertible,Gasoline
2948,2011 Maserati Quattroporte,Gasoline
2949,2011 Maserati Quattroporte S,Gasoline
2950,2011 Maserati Quattroporte Sport GT S,Gasoline
2951,2011 Jeep Wrangler Sport,Gasoline
2952,2011 Jeep Wrangler Sport AT,Gasoline
2953,2011 Jeep Wrangler Sport S,Gasoline
2954,2011 Jeep Wrangler Sport S AT,Gasoline
2955,2011 Jeep Wrangler Sahara,Gasoline
2956,2011 Jeep Wrangler Sahara AT,Gasoline
2957,2011 Jeep Wrangler Sahara 70th Anniversary,Gasoline
2958,2011 Jeep Wrangler Sahara 70th Anniversary AT,Gasoline
2959,2011 Jeep Wrangler Mojave,Gasoline
2960,2011 Jeep Wrangler Mojave AT,Gasoline
2961,2011 Jeep Wrangler Rubicon,Gasoline
2962,2011 Jeep Wrangler Rubicon AT,Gasoline
2963,2011 Jeep Wrangler Unlimited Sport,Gasoline
2964,2011 Jeep Wrangler Unlimited Sport AT,Gasoline
2965,2011 Jeep Wrangler Unlimited Sport S,Gasoline
2966,2011 Jeep Wrangler Unlimited Sport S AT,Gasoline
2967,2011 Jeep Wrangler Unlimited Sport RHD,Gasoline
2968,2011 Jeep Wrangler Unlimited Sahara,Gasoline
2969,2011 Jeep Wrangler Unlimited Sahara AT,Gasoline
2970,2011 Jeep Wrangler Unlimited Sahara 70th Anniversary,Gasoline
2971,2011 Jeep Wrangler Unlimited Sahara 70th Anniversary AT,Gasoline
2972,2011 Jeep Wrangler Unlimited Mojave,Gasoline
2973,2011 Jeep Wrangler Unlimited Mojave AT,Gasoline
2974,2011 Jeep Wrangler Unlimited Rubicon,Gasoline
2975,2011 Jeep Wrangler Unlimited Rubicon AT,Gasoline
2976,2010 Jeep Wrangler Sport,Gasoline
2977,2010 Jeep Wrangler Sport AT,Gasoline
2978,2010 Jeep Wrangler Sahara,Gasoline
2979,2010 Jeep Wrangler Sahara AT,Gasoline
2980,2010 Jeep Wrangler Rubicon,Gasoline
2981,2010 Jeep Wrangler Rubicon AT,Gasoline
2982,2010 Jeep Wrangler Unlimited Sport,Gasoline
2983,2010 Jeep Wrangler Unlimited Sport 4x4,Gasoline
2984,2010 Jeep Wrangler Unlimited Sport AT 4x4,Gasoline
2985,2010 Jeep Wrangler Unlimited Sahara,Gasoline
2986,2010 Jeep Wrangler Unlimited Sahara 4x4,Gasoline
2987,2010 Jeep Wrangler Unlimited Sahara AT 4x4,Gasoline
2988,2010 Jeep Wrangler Unlimited Rubicon,Gasoline
2989,2010 Jeep Wrangler Unlimited Rubicon AT,Gasoline
2990,2010 Jeep Wrangler Unlimited Sport RHD,Gasoline
2991,2010 GMC Canyon WT 2WD AT,Gasoline
2992,2010 GMC Canyon WT 4WD,Gasoline
2993,2010 GMC Canyon WT 4WD AT,Gasoline
2994,2010 GMC Canyon WT 2WD 3.7L,Gasoline
2995,2010 GMC Canyon WT 4WD 3.7L,Gasoline
2996,2010 Maserati Quattroporte,Gasoline
2997,2010 Maserati Quattroporte S,Gasoline
2998,2010 Maserati Quattroporte Sport GT S,Gasoline
2999,2011 Honda Ridgeline RT,Gasoline
3000,2011 Honda Ridgeline RTS,Gasoline
3001,2011 Honda Ridgeline RTL,Gasoline
3002,2010 Honda Ridgeline RT,Gasoline
3003,2010 Honda Ridgeline RTS,Gasoline
3004,2010 Honda Ridgeline RTL,Gasoline
3005,2012 MINI Cooper Coupe,Gasoline
3006,2012 MINI Cooper Coupe AT,Gasoline
3007,2012 MINI Cooper S Coupe,Gasoline
3008,2012 MINI Cooper S Coupe AT,Gasoline
3009,2012 MINI John Cooper Works Coupe,Gasoline
3010,2011 Mercury Grand Marquis LS,E85
3011,2010 Mercury Grand Marquis LS,E85
3012,2011 Mercury Mariner,Gasoline
3013,2011 Mercury Mariner AWD,Gasoline
3014,2011 Mercury Mariner FFV,E85
3015,2011 Mercury Mariner FFV AWD,Gasoline
3016,2011 Mercury Mariner Premier,Gasoline
3017,2011 Mercury Mariner Premier AWD,Gasoline
3018,2011 Mercury Mariner Premier FFV,E85
3019,2011 Mercury Mariner Premier FFV AWD,E85
3020,2010 Chrysler Town and Country LX Fleet,Gasoline
3021,2010 Chrysler Town and Country Touring 4.0L,Gasoline
3022,2010 BMW M6 Convertible MT,Gasoline
3023,2010 BMW M6 Coup MT,Gasoline
3024,2010 BMW X3 xDrive30i SUV AT,Gasoline
3025,2010 BMW X3 xDrive30i SUV,Gasoline
3026,2012 Toyota Camry L,Gasoline
3027,2012 Toyota Camry LE,Gasoline
3028,2012 Toyota Camry SE,Gasoline
3029,2012 Toyota Camry SE V6,Gasoline
3030,2012 Toyota Camry XLE,Gasoline
3031,2012 Toyota Camry XLE V6,Gasoline
3032,2011 BMW X3 xDrive28i SUV,Gasoline
3033,2011 BMW X3 xDrive35i SUV,Gasoline
3034,2012 Toyota FJ Cruiser,Gasoline
3035,2012 Toyota FJ Cruiser  4x4,Gasoline
3036,2012 Toyota FJ Cruiser  4x4 AT,Gasoline
3037,2012 Chevrolet Sonic Hatchback 1LS,Gasoline
3038,2012 Chevrolet Sonic Hatchback 2LS,Gasoline
3039,2012 Chevrolet Sonic Hatchback 1LT,Gasoline
3040,2012 Chevrolet Sonic Hatchback 1LT Turbo,Gasoline
3041,2012 Chevrolet Sonic Hatchback 2LT,Gasoline
3042,2012 Chevrolet Sonic Hatchback 1LTZ,Gasoline
3043,2012 Chevrolet Sonic Hatchback 1LTZ Turbo,Gasoline
3044,2012 Chevrolet Sonic Hatchback 2LTZ,Gasoline
3045,2010 BMW X5 xDrive30i SUV,Gasoline
3046,2010 BMW X5 xDrive35d SUV,Diesel fuel
3047,2010 BMW X5 xDrive48i SUV,Gasoline
3048,2011 Chevrolet Suburban Half-Ton LS,Gasoline
3049,2011 Chevrolet Suburban Half-Ton LS 4WD,E85
3050,2011 Chevrolet Suburban Half-Ton LT,E85
3051,2011 Chevrolet Suburban Half-Ton LT 4WD,Gasoline
3052,2011 Chevrolet Suburban Half-Ton LTZ,Gasoline
3053,2011 Chevrolet Suburban Half-Ton LTZ 4WD,Gasoline
3054,2011 BMW X5 xDrive35d SUV,Gasoline
3055,2011 BMW X5 xDrive50i SUV,Gasoline
3056,2011 BMW X5 xDrive35i Premium SUV,Gasoline
3057,2011 BMW X5 xDrive35i Sport Activity SUV,Gasoline
3058,2011 BMW X5 xDrive35i SUV,Gasoline
3059,2011 Chevrolet Suburban Three-Quarter-Ton LS,Gasoline
3060,2011 Chevrolet Suburban Three-Quarter-Ton LS  4WD,Gasoline
3061,2011 Chevrolet Suburban Three-Quarter-Ton LT,Gasoline
3062,2011 Chevrolet Suburban Three-Quarter-Ton LT  4WD,Gasoline
3063,2010 Chevrolet Suburban LS 1500,Gasoline
3064,2010 Chevrolet Suburban LT 1500,Gasoline
3065,2010 Chevrolet Suburban LTZ 1500,Gasoline
3066,2010 GMC Canyon SLE 2WD,Gasoline
3067,2010 GMC Canyon SLE 2WD AT,Gasoline
3068,2010 GMC Canyon SLE 4WD,Gasoline
3069,2010 GMC Canyon SLE 4WD AT,Gasoline
3070,2010 GMC Canyon SLE 2WD 3.7L,Gasoline
3071,2010 GMC Canyon SLE 4WD 3.7L,Gasoline
3072,2010 GMC Canyon Extended Cab WT 2WD,Gasoline
3073,2010 GMC Canyon Extended Cab WT 2WD AT,Gasoline
3074,2010 GMC Canyon Extended Cab WT 4WD,Gasoline
3075,2010 GMC Canyon Extended Cab WT 4WD AT,Gasoline
3076,2010 GMC Canyon Extended Cab WT 2WD 3.7L,Gasoline
3077,2010 GMC Canyon Extended Cab WT 4WD 3.7L,Gasoline
3078,2011 Subaru Impreza Hatchback Outback Sport AT,Gasoline
3079,2011 Subaru Impreza Hatchback Outback Sport,Gasoline
3080,2011 Subaru Impreza Hatchback WRX STI,Gasoline
3081,2011 Subaru Impreza Hatchback 2.5i,Gasoline
3082,2011 Subaru Impreza Hatchback 2.5i AT,Gasoline
3083,2011 Subaru Impreza WRX Hatchback,Gasoline
3084,2010 GMC Canyon Extended Cab SLE 2WD,Gasoline
3085,2010 GMC Canyon Extended Cab SLE 2WD AT,Gasoline
3086,2010 GMC Canyon Extended Cab SLE 4WD,Gasoline
3087,2010 GMC Canyon Extended Cab SLE 4WD AT,Gasoline
3088,2010 GMC Canyon Extended Cab SLE 2WD 3.7L,Gasoline
3089,2010 GMC Canyon Extended Cab SLE 2WD V8,Gasoline
3090,2010 GMC Canyon Extended Cab SLE 4WD  3.7L,Gasoline
3091,2010 GMC Canyon Extended Cab SLE 4WD  V8,Gasoline
3092,2010 Subaru Impreza Hatchback 2.5GT,Gasoline
3093,2010 Subaru Impreza Hatchback Outback Sport AT,Gasoline
3094,2010 Subaru Impreza WRX STI Hatchback,Gasoline
3095,2010 Subaru Impreza Hatchback 2.5i AT,Gasoline
3096,2010 Subaru Impreza Hatchback Outback Sport,Gasoline
3097,2010 Subaru Impreza Hatchback 2.5i,Gasoline
3098,2010 Subaru Impreza WRX STI Special Edition Hatchback,Gasoline
3099,2010 Subaru Impreza WRX Hatchback,Gasoline
3100,2010 GMC Canyon Extended Cab SLT 2WD,Gasoline
3101,2010 GMC Canyon Extended Cab SLT 4WD,Gasoline
3102,2010 GMC Canyon Extended Cab SLT 2WD V8,Gasoline
3103,2010 GMC Canyon Extended Cab SLT 4WD V8,Gasoline
3104,2010 GMC Canyon Crew Cab SLE 2WD,Gasoline
3105,2010 GMC Canyon Crew Cab SLE 2WD 3.7L,Gasoline
3106,2010 GMC Canyon Crew Cab SLE 2WD V8,Gasoline
3107,2010 GMC Canyon Crew Cab SLE 4WD,Gasoline
3108,2010 GMC Canyon Crew Cab SLE 4WD V8,Gasoline
3109,2010 GMC Canyon Crew Cab SLT 2WD,Gasoline
3110,2010 GMC Canyon Crew Cab SLT 4WD,Gasoline
3111,2010 GMC Canyon Crew Cab SLT 2WD V8,Gasoline
3112,2010 GMC Canyon Crew Cab SLT 4WD V8,Gasoline
3113,2011 Dodge Ram 1500 ST Regular Cab 4x2,Gasoline
3114,2011 Dodge Ram 1500 ST Regular Cab 310 hp 4x2,E85
3115,2011 Dodge Ram 1500 ST Regular Cab 390 hp 4x2,Gasoline
3116,2011 Dodge Ram 1500 ST Regular Cab 4x4,Gasoline
3117,2011 Dodge Ram 1500 ST Regular Cab 390 hp 4x4,Gasoline
3118,2011 Dodge Ram 1500 SLT Regular Cab 4x2,Gasoline
3119,2011 Dodge Ram 1500 SLT Regular Cab 4x4,Gasoline
3120,2011 Dodge Ram 1500 Sport Regular Cab 4x2,Gasoline
3121,2011 Dodge Ram 1500 Sport Regular Cab 4x4,Gasoline
3122,2011 Dodge Ram 1500 ST Quad Cab 4x2,Gasoline
3123,2011 Dodge Ram 1500 ST Quad Cab 310 hp 4x2,E85
3124,2011 Dodge Ram 1500 ST Quad Cab 390 hp 4x2,Gasoline
3125,2011 Dodge Ram 1500 ST Quad Cab 4x4,Gasoline
3126,2011 Dodge Ram 1500 ST Quad Cab 390 hp 4x4,Gasoline
3127,2011 Dodge Ram 1500 SLT Quad Cab 4x2,Gasoline
3128,2011 Dodge Ram 1500 SLT Quad Cab 390 hp 4x2,Gasoline
3129,2011 Dodge Ram 1500 SLT Quad Cab 4x4,E85
3130,2011 Dodge Ram 1500 SLT Quad Cab 390 hp 4x4,Gasoline
3131,2011 Dodge Ram 1500 Sport Quad Cab 4x2,Gasoline
3132,2011 Dodge Ram 1500 Sport Quad Cab 4x4,Gasoline
3134,2011 Dodge Ram 1500 Laramie Quad Cab 4x4,Gasoline
3135,2011 Dodge Ram 1500 ST Crew Cab 4x2,Gasoline
3136,2011 Dodge Ram 1500 ST Crew Cab 390 hp 4x2,Gasoline
3137,2011 Dodge Ram 1500 ST Crew Cab 4x4,E85
3138,2011 Dodge Ram 1500 ST Crew Cab  390 hp 4x4,Gasoline
3139,2011 Dodge Ram 1500 SLT Crew Cab 4x2,Gasoline
3140,2011 Dodge Ram 1500 SLT Crew Cab  390 hp 4x2,Gasoline
3141,2011 Dodge Ram 1500 SLT Crew Cab 4x4,E85
3142,2011 Dodge Ram 1500 SLT Crew Cab  390 hp 4x4,Gasoline
3143,2011 Dodge Ram 1500 Sport Crew Cab 4x2,Gasoline
3144,2011 Dodge Ram 1500 Sport Crew Cab 4x4,Gasoline
3145,2011 Dodge Ram 1500 Laramie Crew Cab 4x2,Gasoline
3146,2011 Dodge Ram 1500 Laramie Crew Cab 4x4,Gasoline
3147,2011 Dodge Ram 1500 Laramie Longhorn Crew Cab 4x2,Gasoline
3148,2011 Dodge Ram 1500 Laramie Longhorn Crew Cab 4x4,Gasoline
3149,2011 GMC Sierra 1500 WT 2WD,Gasoline
3150,2011 GMC Sierra 1500 WT 2WD 4.8L,Gasoline
3151,2011 GMC Sierra 1500 WT 2WD 5.3L,E85
3152,2011 GMC Sierra 1500 WT 4WD,Gasoline
3153,2011 GMC Sierra 1500 WT 4WD 4.8L,E85
3154,2011 GMC Sierra 1500 WT 4WD 5.3L,E85
3155,2011 GMC Sierra 1500 SLE 2WD,Gasoline
3156,2011 GMC Sierra 1500 SLE 2WD 5.3L,E85
3157,2011 GMC Sierra 1500 SLE 4WD,Gasoline
3158,2011 GMC Sierra 1500 SLE 4WD 5.3L,E85
3159,2011 Dodge Ram 1500 SLT Regular Cab 390 hp 4x2,Gasoline
3160,2011 Dodge Ram 1500 SLT Regular Cab 390 hp 4x4,Gasoline
3161,2011 Chevrolet Tahoe LS,Gasoline
3162,2011 Chevrolet Tahoe LS 4WD,E85
3163,2011 Chevrolet Tahoe LT,E85
3164,2011 Chevrolet Tahoe LT 4WD,E85
3165,2011 Chevrolet Tahoe LTZ,Gasoline
3166,2011 Chevrolet Tahoe LTZ 4WD,Gasoline
3167,2010 BMW X6 xDrive50i,Gasoline
3168,2010 BMW X6 xDrive35i,Gasoline
3169,2010 Chevrolet Tahoe LS,Gasoline
3170,2010 Chevrolet Tahoe LS 4WD,Gasoline
3171,2010 Chevrolet Tahoe LT,Gasoline
3172,2010 Chevrolet Tahoe LT 4WD,Gasoline
3173,2010 Chevrolet Tahoe LTZ,Gasoline
3174,2010 Chevrolet Tahoe LTZ 4WD,Gasoline
3175,2011 BMW X6 xDrive35i,Gasoline
3176,2011 BMW X6 xDrive50i,Gasoline
3177,2011 Chevrolet Tahoe Hybrid 1HY,Gasoline
3178,2011 Chevrolet Tahoe Hybrid 1HY 4WD,Gasoline
3179,2010 Chevrolet Tahoe Hybrid 1HY,Gasoline
3180,2010 Chevrolet Tahoe Hybrid 1HY 4WD,Gasoline
3181,2010 BMW Z4 Roadster sDrive30i,Gasoline
3182,2010 BMW Z4 Roadster sDrive35i,Gasoline
3183,2012 Chevrolet Traverse LS,Gasoline
3184,2012 Chevrolet Traverse LS AWD,Gasoline
3185,2012 Chevrolet Traverse 1LT,Gasoline
3186,2012 Chevrolet Traverse 1LT AWD,Gasoline
3187,2012 Chevrolet Traverse 2LT,Gasoline
3188,2012 Chevrolet Traverse 2LT AWD,Gasoline
3189,2012 Chevrolet Traverse LTZ,Gasoline
3190,2012 Chevrolet Traverse LTZ AWD,Gasoline
3191,2011 BMW Z4 Roadster sDrive30i AT,Gasoline
3192,2011 BMW Z4 Roadster sDrive35i,Gasoline
3193,2011 BMW Z4 Roadster sDrive30i,Gasoline
3194,2011 Cadillac Escalade EXT,Gasoline
3195,2011 Cadillac Escalade EXT Luxury,E85
3196,2011 Cadillac Escalade EXT Premium,Gasoline
3197,2010 Cadillac Escalade EXT,Gasoline
3198,2010 Cadillac Escalade EXT Premium,E85
3199,2010 Cadillac Escalade EXT Luxury,E85
3200,2011 Saab 9-4X 3.0i,Gasoline
3201,2011 Saab 9-4X 3.0i Aero,Gasoline
3202,2011 Saab 9-4X 3.0i Premium,Gasoline
3203,2011 Saab 9-4X 3.0i Premium XWD,Gasoline
3204,2011 Saab 9-4X 3.0i XWD,Gasoline
3205,2011 GMC Sierra 1500 Long Box WT 2WD,Gasoline
3206,2011 GMC Sierra 1500 Long Box WT 2WD 4.8L,E85
3207,2011 GMC Sierra 1500 Long Box WT 5.3L,Gasoline
3208,2011 GMC Sierra 1500 Long Box WT 4WD,Gasoline
3209,2011 GMC Sierra 1500 Long Box WT 4WD 4.8L,Gasoline
3210,2011 GMC Sierra 1500 Long Box WT 4WD 5.3L,E85
3211,2011 GMC Sierra 1500 Long Box SLE 2WD,Gasoline
3212,2011 GMC Sierra 1500 Long Box SLE 2WD 5.3L,Gasoline
3213,2011 GMC Sierra 1500 Long Box SLE 4WD,Gasoline
3214,2011 GMC Sierra 1500 Long Box SLE 4WD 5.3L,E85
3215,2010 Aston Martin Rapide,Gasoline
3216,2011 Aston Martin V12 Vantage,Gasoline
3217,2011 Aston Martin V12 Vantage Carbon Black,Gasoline
3218,2011 Saab 9-5 Sedan Turbo4 AT,E85
3219,2011 Saab 9-5 Sedan Turbo4 Premium MT,Gasoline
3220,2011 Saab 9-5 Sedan Turbo6 XWD,Gasoline
3221,2011 Saab 9-5 Aero Sedan,Gasoline
3222,2011 Saab 9-5 Sedan Turbo4,Gasoline
3223,2011 Saab 9-5 Sedan Turbo4 Premium,Gasoline
3224,2010 Saab 9-5 Aero Sedan,Gasoline
3225,2010 Mercury Mariner,Gasoline
3226,2010 Mercury Mariner AWD,Gasoline
3227,2010 Mercury Mariner FFV,E85
3228,2010 Mercury Mariner FFV AWD,E85
3229,2010 Mercury Mariner Premier,Gasoline
3230,2010 Mercury Mariner Premier AWD,Gasoline
3231,2010 Mercury Mariner Premier FFV,Gasoline
3232,2010 Mercury Mariner Premier FFV AWD,E85
3233,2011 Chevrolet Traverse LS,Gasoline
3234,2011 Chevrolet Traverse LS AWD,Gasoline
3235,2011 Chevrolet Traverse 1LT,Gasoline
3236,2011 Chevrolet Traverse 1LT AWD,Gasoline
3237,2011 Chevrolet Traverse 2LT,Gasoline
3238,2011 Chevrolet Traverse 2LT AWD,Gasoline
3239,2011 Chevrolet Traverse LTZ,Gasoline
3240,2011 Chevrolet Traverse LTZ AWD,Gasoline
3241,2010 Chevrolet Traverse LS,Gasoline
3242,2010 Chevrolet Traverse LS AWD,Gasoline
3243,2010 Chevrolet Traverse 1LT,Gasoline
3244,2010 Chevrolet Traverse 1LT AWD,Gasoline
3245,2010 Chevrolet Traverse 2LT,Gasoline
3246,2010 Chevrolet Traverse 2LT AWD,Gasoline
3247,2010 Chevrolet Traverse LTZ,Gasoline
3248,2010 Chevrolet Traverse LTZ AWD,Gasoline
3249,2011 Mercury Milan,Gasoline
3250,2011 Mercury Milan AT,Gasoline
3251,2011 Mercury Milan Premier,Gasoline
3252,2011 Mercury Milan Premier FFV,E85
3253,2011 Mercury Milan Premier FFV AWD,E85
3254,2010 Mercury Milan,Gasoline
3255,2010 Mercury Milan AT,Gasoline
3256,2010 Mercury Milan Premier,Gasoline
3257,2010 Mercury Milan Premier FFV,Gasoline
3258,2010 Mercury Milan Premier FFV AWD,Gasoline
3259,2011 Lexus GS 350 AWD Sedan,Gasoline
3260,2011 Lexus GS 460 Sedan,Gasoline
3261,2011 Lexus GS 350 Sedan,Gasoline
3262,2011 Aston Martin V8 Vantage Roadster,Gasoline
3263,2011 Aston Martin V8 Vantage N420 Roadster,Gasoline
3264,2010 Aston Martin V8 Vantage Roadster,Gasoline
3265,2011 Aston Martin V8 Vantage Coup,Gasoline
3266,2011 Aston Martin V8 Vantage N420 Coup,Gasoline
3267,2010 Aston Martin V8 Vantage Coup,Gasoline
3268,2011 GMC Sierra 1500 Extended Cab WT 2WD,Gasoline
3269,2011 GMC Sierra 1500 Extended Cab WT 2WD 4.8L,E85
3270,2011 GMC Sierra 1500 Extended Cab WT 2WD 5.3L,E85
3271,2011 GMC Sierra 1500 Extended Cab WT 4WD,Gasoline
3272,2011 GMC Sierra 1500 Extended Cab WT 4WD 5.3L,E85
3273,2011 GMC Sierra 1500 Extended Cab SL 2WD,Gasoline
3274,2011 GMC Sierra 1500 Extended Cab SL 4WD,Gasoline
3275,2011 GMC Sierra 1500 Extended Cab SLE 2WD,E85
3276,2011 GMC Sierra 1500 Extended Cab SLE 2WD 5.3L,E85
3277,2011 GMC Sierra 1500 Extended Cab SLE 2WD 6.2L,Gasoline
3278,2011 GMC Sierra 1500 Extended Cab SLE 4WD,E85
3279,2011 GMC Sierra 1500 Extended Cab SLE 4WD 5.3L,Gasoline
